id_film;url;type_film;multilingues;nationalite;titre;genre;duree;reprise;couleur;note_presse;note_spectateurs;age_acteur;date
134859;http://www.allocine.fr/film/fichefilm_gen_cfilm=134859.html;Long-métrage;FALSE;suisse;Bye Bye Blondie;Drame;97;FALSE;Couleur;2,2;2,7;48;21/03/2012
134886;http://www.allocine.fr/film/fichefilm_gen_cfilm=134886.html;Long-métrage;FALSE;français;Dernier maquis;Comédie dramatique;93;FALSE;Couleur;3,5;2,8;31;22/10/2008
134913;http://www.allocine.fr/film/fichefilm_gen_cfilm=134913.html;Long-métrage;TRUE;français;Ultimatum;Drame;101;FALSE;Couleur;2,5;2,2;24;30/09/2009
134975;http://www.allocine.fr/film/fichefilm_gen_cfilm=134975.html;Long-métrage;FALSE;français;Gardiens de l'ordre;Policier;105;FALSE;Couleur;3;2,7;34;07/04/2010
134980;http://www.allocine.fr/film/fichefilm_gen_cfilm=134980.html;Long-métrage;FALSE;français;Une histoire italienne;Drame;148;FALSE;Couleur;2,4;3;43;09/07/2008
134982;http://www.allocine.fr/film/fichefilm_gen_cfilm=134982.html;Long-métrage;FALSE;britannique;I Am Because We Are;Documentaire;80;FALSE;Couleur;2,7;3,2;41,05145448;25/03/2009
134983;http://www.allocine.fr/film/fichefilm_gen_cfilm=134983.html;Long-métrage;FALSE;espagnol;Liverpool;Drame;84;FALSE;Couleur;3,2;2,7;52;05/08/2009
134985;http://www.allocine.fr/film/fichefilm_gen_cfilm=134985.html;Long-métrage;FALSE;italien;Gomorra;Drame;135;FALSE;Couleur;4,4;3,3;41,05145448;13/08/2008
135020;http://www.allocine.fr/film/fichefilm_gen_cfilm=135020.html;Long-métrage;FALSE;espagnol;Les Enfants sont partis;Comédie dramatique;92;FALSE;Couleur;3,3;2,8;52;05/11/2008
135027;http://www.allocine.fr/film/fichefilm_gen_cfilm=135027.html;Long-métrage;FALSE;français;Le Père de mes enfants;Drame;110;FALSE;Couleur;3,9;2,8;45;16/12/2009
135052;http://www.allocine.fr/film/fichefilm_gen_cfilm=135052.html;Long-métrage;FALSE;français;Sagan;Drame;117;FALSE;Couleur;3;3,3;37;11/06/2008
135064;http://www.allocine.fr/film/fichefilm_gen_cfilm=135064.html;Long-métrage;FALSE;français;Nés en 68;Comédie dramatique;173;FALSE;Couleur;2,7;2,9;30;21/05/2008
135102;http://www.allocine.fr/film/fichefilm_gen_cfilm=135102.html;Long-métrage;FALSE;italien;Chronique d'un Homicide;Drame;99;TRUE;Couleur;;3,3;57;01/06/2009
135205;http://www.allocine.fr/film/fichefilm_gen_cfilm=135205.html;Long-métrage;FALSE;français;Mariage chez les Bodin's;Comédie;82;FALSE;Couleur;2,9;3;41,05145448;23/04/2008
135212;http://www.allocine.fr/film/fichefilm_gen_cfilm=135212.html;Long-métrage;FALSE;français;L'Armée du crime;Historique;139;FALSE;Couleur;3,5;3,3;47;16/09/2009
135234;http://www.allocine.fr/film/fichefilm_gen_cfilm=135234.html;Long-métrage;TRUE;français;Le Hérisson;Comédie dramatique;100;FALSE;Couleur;3;3,5;59;03/07/2009
135235;http://www.allocine.fr/film/fichefilm_gen_cfilm=135235.html;Long-métrage;FALSE;britannique;Joy Division;Documentaire;93;FALSE;Couleur et N&B;3,9;3,6;41,05145448;28/01/2009
135249;http://www.allocine.fr/film/fichefilm_gen_cfilm=135249.html;Long-métrage;FALSE;français;Miel;Drame;103;FALSE;Couleur;3,6;3,3;41,05145448;22/09/2010
135250;http://www.allocine.fr/film/fichefilm_gen_cfilm=135250.html;Long-métrage;FALSE;français;Milk;Drame;102;FALSE;Couleur;3;3,2;41,05145448;22/09/2010
135259;http://www.allocine.fr/film/fichefilm_gen_cfilm=135259.html;Long-métrage;TRUE;français;From Paris With Love;Action;93;FALSE;Couleur;2,4;2,5;55;17/02/2010
135260;http://www.allocine.fr/film/fichefilm_gen_cfilm=135260.html;Long-métrage;TRUE;français;Human Zoo;Drame;110;FALSE;Couleur;1,7;3,1;28;02/09/2009
135329;http://www.allocine.fr/film/fichefilm_gen_cfilm=135329.html;Long-métrage;FALSE;français;Le Voyage perpétuel;Documentaire;78;FALSE;Couleur et N&B;;;41,05145448;09/04/2008
135375;http://www.allocine.fr/film/fichefilm_gen_cfilm=135375.html;Long-métrage;FALSE;français;Le Temps des amoureuses;Documentaire;83;FALSE;Couleur;3,3;3;41,05145448;11/03/2009
135388;http://www.allocine.fr/film/fichefilm_gen_cfilm=135388.html;Long-métrage;FALSE;belge;Oscar et la Dame Rose;Drame;105;FALSE;Couleur;2,8;3,7;49;09/12/2009
135491;http://www.allocine.fr/film/fichefilm_gen_cfilm=135491.html;Long-métrage;TRUE;français;Eyes of War;Guerre;96;FALSE;Couleur;2,5;3,4;34;16/06/2010
135512;http://www.allocine.fr/film/fichefilm_gen_cfilm=135512.html;Moyen-métrage;FALSE;britannique;Dauphins et baleines 3D, nomades des mers;Documentaire;40;FALSE;Couleur;;;63;10/06/2009
135535;http://www.allocine.fr/film/fichefilm_gen_cfilm=135535.html;Long-métrage;FALSE;français;Arrête de pleurer Pénélope;Comédie;84;FALSE;Couleur;1,8;2,1;29;06/06/2012
135541;http://www.allocine.fr/film/fichefilm_gen_cfilm=135541.html;Long-métrage;TRUE;français;Largo Winch II;Aventure;119;FALSE;Couleur;3;2,8;36;16/02/2011
135543;http://www.allocine.fr/film/fichefilm_gen_cfilm=135543.html;Long-métrage;FALSE;français;Le Séminaire;Comédie;95;FALSE;Couleur;3;1,8;44;11/02/2009
135549;http://www.allocine.fr/film/fichefilm_gen_cfilm=135549.html;Long-métrage;FALSE;britannique;Les Hauts de Hurlevent;Romance;128;FALSE;Couleur;3,5;3,1;20;05/12/2012
135550;http://www.allocine.fr/film/fichefilm_gen_cfilm=135550.html;Long-métrage;FALSE;français;Magnetic Cinema;Expérimental;;FALSE;Couleur;;;41,05145448;23/04/2008
135623;http://www.allocine.fr/film/fichefilm_gen_cfilm=135623.html;Long-métrage;FALSE;britannique;I Feel Good !;Documentaire;108;FALSE;Couleur;4;3,8;41,05145448;24/12/2008
135625;http://www.allocine.fr/film/fichefilm_gen_cfilm=135625.html;Long-métrage;TRUE;français;La Horde;Epouvante-horreur;90;FALSE;Couleur;2,2;2,5;44;10/02/2010
135637;http://www.allocine.fr/film/fichefilm_gen_cfilm=135637.html;Long-métrage;FALSE;britannique;Toute l'histoire de mes échecs sexuels;Comédie;93;FALSE;Couleur;3,3;3;25;06/05/2009
135641;http://www.allocine.fr/film/fichefilm_gen_cfilm=135641.html;Long-métrage;FALSE;britannique;Donkey Punch (Coups mortels);Thriller;94;FALSE;Couleur;2;2,1;25;04/08/2010
135665;http://www.allocine.fr/film/fichefilm_gen_cfilm=135665.html;Long-métrage;FALSE;britannique;Phénomènes Paranormaux;Thriller;98;FALSE;Couleur;1,9;2,6;34;28/07/2010
135705;http://www.allocine.fr/film/fichefilm_gen_cfilm=135705.html;Long-métrage;FALSE;britannique;Better Things;Drame;93;FALSE;Couleur;3,4;2,8;41,05145448;21/01/2009
135786;http://www.allocine.fr/film/fichefilm_gen_cfilm=135786.html;Long-métrage;TRUE;suisse;Tulpan;Comédie;100;FALSE;Couleur;3,8;3,4;41,05145448;04/03/2009
135788;http://www.allocine.fr/film/fichefilm_gen_cfilm=135788.html;Long-métrage;FALSE;hongrois;Delta;Drame;92;FALSE;Couleur;3,4;3,4;27;04/03/2009
135795;http://www.allocine.fr/film/fichefilm_gen_cfilm=135795.html;Long-métrage;FALSE;français;Le Sel De La Mer;Drame;105;FALSE;Couleur;3,5;3,3;41,05145448;03/09/2008
135798;http://www.allocine.fr/film/fichefilm_gen_cfilm=135798.html;Long-métrage;FALSE;suédois;Happy Sweden;Comédie dramatique;98;FALSE;Couleur;2,5;2,9;41,05145448;29/04/2009
135816;http://www.allocine.fr/film/fichefilm_gen_cfilm=135816.html;Long-métrage;FALSE;français;Cyprien;Comédie;98;FALSE;Couleur;2,1;1,5;45;25/02/2009
135823;http://www.allocine.fr/film/fichefilm_gen_cfilm=135823.html;Long-métrage;FALSE;britannique;Of Time and the City;Documentaire;74;FALSE;Couleur et N&B;3,9;2,8;41,05145448;04/02/2009
135824;http://www.allocine.fr/film/fichefilm_gen_cfilm=135824.html;Long-métrage;FALSE;turc;Les Trois singes;Drame;109;FALSE;Couleur;3,5;2,8;32;14/01/2009
135825;http://www.allocine.fr/film/fichefilm_gen_cfilm=135825.html;Long-métrage;FALSE;allemand;Septième ciel;Drame;96;FALSE;Couleur;4,1;3,2;51;05/11/2008
135830;http://www.allocine.fr/film/fichefilm_gen_cfilm=135830.html;Long-métrage;TRUE;britannique;Soi Cowboy;Drame;117;FALSE;Couleur;1;2,7;39;20/04/2011
135832;http://www.allocine.fr/film/fichefilm_gen_cfilm=135832.html;Long-métrage;FALSE;français;C'est dur d'être aimé par des cons;Documentaire;108;TRUE;Couleur;3,3;3,5;41,05145448;17/01/2008
135847;http://www.allocine.fr/film/fichefilm_gen_cfilm=135847.html;Long-métrage;FALSE;français;Titeuf, le film (3D);Animation;87;FALSE;Couleur;3,4;3,1;41,05145448;06/04/2011
135859;http://www.allocine.fr/film/fichefilm_gen_cfilm=135859.html;Long-métrage;FALSE;français;La Sangre Brota (sang impur);Drame;100;FALSE;Couleur;3,4;2,7;27;29/04/2009
135863;http://www.allocine.fr/film/fichefilm_gen_cfilm=135863.html;Long-métrage;FALSE;français;Premières neiges;Drame;99;FALSE;Couleur;3,4;3,2;25;08/10/2008
135869;http://www.allocine.fr/film/fichefilm_gen_cfilm=135869.html;Long-métrage;FALSE;russe;Ils mourront tous sauf moi !;Comédie dramatique;85;FALSE;Couleur;3,5;3,2;41,05145448;22/04/2009
135870;http://www.allocine.fr/film/fichefilm_gen_cfilm=135870.html;Long-métrage;FALSE;allemand;L'Etranger en moi;Drame;99;FALSE;Couleur;3,2;3,2;25;17/11/2010
135874;http://www.allocine.fr/film/fichefilm_gen_cfilm=135874.html;Long-métrage;TRUE;belge;Moscow, Belgium;Comédie dramatique;102;FALSE;Couleur;3,7;3,7;34;19/11/2008
135893;http://www.allocine.fr/film/fichefilm_gen_cfilm=135893.html;Long-métrage;FALSE;français;Le dernier vol;Aventure;94;FALSE;Couleur;2,1;1,7;34;16/12/2009
135895;http://www.allocine.fr/film/fichefilm_gen_cfilm=135895.html;Long-métrage;FALSE;portugais;Ce cher mois d'août;Romance;150;FALSE;Couleur;3,5;2,7;41,05145448;17/06/2009
135896;http://www.allocine.fr/film/fichefilm_gen_cfilm=135896.html;Long-métrage;FALSE;roumain;Boogie;Comédie dramatique;103;FALSE;Couleur;3,3;3,2;31;17/06/2009
135902;http://www.allocine.fr/film/fichefilm_gen_cfilm=135902.html;Long-métrage;FALSE;espagnol;Le Chant des oiseaux;Drame;98;FALSE;N&B;4,2;2,8;41,05145448;21/01/2009
135904;http://www.allocine.fr/film/fichefilm_gen_cfilm=135904.html;Long-métrage;FALSE;français;Rapt;Drame;125;FALSE;Couleur;3,7;3,1;44;18/11/2009
135905;http://www.allocine.fr/film/fichefilm_gen_cfilm=135905.html;Long-métrage;FALSE;français;Salamandra;Comédie dramatique;87;FALSE;Couleur;3,6;2,8;41,05145448;21/04/2010
135911;http://www.allocine.fr/film/fichefilm_gen_cfilm=135911.html;Long-métrage;FALSE;slovaque;Amours aveugles;Documentaire;77;FALSE;Couleur;3,3;3;41,05145448;11/02/2009
135913;http://www.allocine.fr/film/fichefilm_gen_cfilm=135913.html;Moyen-métrage;FALSE;français;Itinéraire de Jean Bricard;Documentaire;40;FALSE;N&B;4;2,8;41,05145448;08/04/2009
135915;http://www.allocine.fr/film/fichefilm_gen_cfilm=135915.html;Long-métrage;TRUE;italien;Amore;Drame;118;FALSE;Couleur;3,4;3,1;49;22/09/2010
135916;http://www.allocine.fr/film/fichefilm_gen_cfilm=135916.html;Long-métrage;FALSE;français;King Guillaume;Comédie;85;FALSE;Couleur;2,2;1,6;34;28/01/2009
135924;http://www.allocine.fr/film/fichefilm_gen_cfilm=135924.html;Long-métrage;FALSE;français;Quatre nuits avec Anna;Comédie dramatique;87;FALSE;Couleur;4,4;3,1;41,05145448;05/11/2008
135953;http://www.allocine.fr/film/fichefilm_gen_cfilm=135953.html;Long-métrage;FALSE;espagnol;C'est ici que je vis;Drame;92;FALSE;Couleur;3,1;2,7;36;10/02/2010
135962;http://www.allocine.fr/film/fichefilm_gen_cfilm=135962.html;Long-métrage;FALSE;français;Tellement proches;Comédie;102;FALSE;Couleur;3,3;3,6;38;17/06/2009
135964;http://www.allocine.fr/film/fichefilm_gen_cfilm=135964.html;Long-métrage;FALSE;français;Avoue que tu mens;Comédie dramatique;90;FALSE;Couleur;;;41,05145448;12/11/2008
135984;http://www.allocine.fr/film/fichefilm_gen_cfilm=135984.html;Long-métrage;FALSE;finlandais;Le Rêve dans la hutte bergère;Drame;;TRUE;N&B;;3,2;41,05145448;07/10/2015
136061;http://www.allocine.fr/film/fichefilm_gen_cfilm=136061.html;Long-métrage;FALSE;britannique;In the Loop;Comédie;106;FALSE;Couleur;3,8;3,2;51;18/11/2009
136064;http://www.allocine.fr/film/fichefilm_gen_cfilm=136064.html;Long-métrage;FALSE;français;Persécution;Drame;100;FALSE;Couleur;3;1,8;35;09/12/2009
136104;http://www.allocine.fr/film/fichefilm_gen_cfilm=136104.html;Long-métrage;TRUE;français;Nous avons bu la même eau;Documentaire;72;FALSE;Couleur et N&B;3;2,9;41,05145448;14/05/2008
136105;http://www.allocine.fr/film/fichefilm_gen_cfilm=136105.html;Long-métrage;TRUE;français;London River;Drame;88;FALSE;Couleur;3,3;3,5;63;23/09/2009
136108;http://www.allocine.fr/film/fichefilm_gen_cfilm=136108.html;Long-métrage;TRUE;français;Hors-la-loi;Historique;138;FALSE;Couleur;2,6;2,7;35;22/09/2010
136119;http://www.allocine.fr/film/fichefilm_gen_cfilm=136119.html;Long-métrage;FALSE;espagnol;A la carte;Comédie;111;FALSE;Couleur;2,1;3;42;09/09/2009
136215;http://www.allocine.fr/film/fichefilm_gen_cfilm=136215.html;Long-métrage;TRUE;français;The Prodigies;Animation;87;FALSE;Couleur;2,9;3,1;41,05145448;08/06/2011
136219;http://www.allocine.fr/film/fichefilm_gen_cfilm=136219.html;Long-métrage;TRUE;français;Looking for Eric;Comédie;119;FALSE;Couleur;4,2;3,7;43;27/05/2009
136283;http://www.allocine.fr/film/fichefilm_gen_cfilm=136283.html;Long-métrage;FALSE;français;Génération Electro;Documentaire;90;FALSE;Couleur;2,3;1,6;41,05145448;02/07/2008
136304;http://www.allocine.fr/film/fichefilm_gen_cfilm=136304.html;Long-métrage;FALSE;français;Kommunalka;Documentaire;97;FALSE;Couleur;3,7;3,1;41,05145448;24/06/2009
136335;http://www.allocine.fr/film/fichefilm_gen_cfilm=136335.html;Long-métrage;FALSE;français;La Traque;Thriller;80;FALSE;Couleur;2,8;1,9;35;13/07/2011
136338;http://www.allocine.fr/film/fichefilm_gen_cfilm=136338.html;Long-métrage;FALSE;français;Comme une étoile dans la nuit;Drame;90;FALSE;Couleur;4;3,5;23;03/12/2008
136355;http://www.allocine.fr/film/fichefilm_gen_cfilm=136355.html;Long-métrage;TRUE;français;Le Temps qu'il reste;Comédie dramatique;105;FALSE;Couleur;4,1;2,9;32;12/08/2009
136356;http://www.allocine.fr/film/fichefilm_gen_cfilm=136356.html;Long-métrage;FALSE;britannique;Les Chèvres du Pentagone;Comédie;90;FALSE;Couleur;3,1;2,4;48;10/03/2010
136357;http://www.allocine.fr/film/fichefilm_gen_cfilm=136357.html;Long-métrage;FALSE;français;Totally Spies ! Le film;Animation;88;FALSE;Couleur;2,7;2,4;41,05145448;22/07/2009
136359;http://www.allocine.fr/film/fichefilm_gen_cfilm=136359.html;Long-métrage;TRUE;français;La Princesse de Montpensier;Historique;139;FALSE;Couleur;3,4;3,1;29;03/11/2010
136365;http://www.allocine.fr/film/fichefilm_gen_cfilm=136365.html;Long-métrage;FALSE;français;La Finale en or;Documentaire;120;FALSE;Couleur;;3,3;41,05145448;11/06/2008
136372;http://www.allocine.fr/film/fichefilm_gen_cfilm=136372.html;Long-métrage;FALSE;français;Mademoiselle Chambon;Drame;101;FALSE;Couleur;3,7;3;50;14/10/2009
136374;http://www.allocine.fr/film/fichefilm_gen_cfilm=136374.html;Long-métrage;FALSE;français;Money;Thriller;90;FALSE;Couleur;2,8;3;36;27/09/2017
136376;http://www.allocine.fr/film/fichefilm_gen_cfilm=136376.html;Long-métrage;TRUE;allemand;La Révélation;Drame;110;FALSE;Couleur;3,8;3,5;43;17/03/2010
136392;http://www.allocine.fr/film/fichefilm_gen_cfilm=136392.html;Long-métrage;FALSE;français;L'Autre Dumas;Drame;105;FALSE;Couleur;3,3;2,7;61;10/02/2010
136442;http://www.allocine.fr/film/fichefilm_gen_cfilm=136442.html;Long-métrage;FALSE;français;Gigola;Drame;102;FALSE;Couleur;1,5;2,5;28;19/01/2011
136524;http://www.allocine.fr/film/fichefilm_gen_cfilm=136524.html;Long-métrage;FALSE;français;Perfect Mothers;Drame;112;FALSE;Couleur;3,1;3,4;44;03/04/2013
136551;http://www.allocine.fr/film/fichefilm_gen_cfilm=136551.html;Long-métrage;FALSE;britannique;Marley;Documentaire;144;FALSE;Couleur;3,5;4,2;41,05145448;13/06/2012
136599;http://www.allocine.fr/film/fichefilm_gen_cfilm=136599.html;Long-métrage;FALSE;italien;Biùtiful cauntri;Documentaire;83;FALSE;Couleur;3,4;3,5;41,05145448;16/07/2008
136634;http://www.allocine.fr/film/fichefilm_gen_cfilm=136634.html;Long-métrage;FALSE;français;Poulet aux Prunes;Drame;93;FALSE;Couleur;3,4;3,3;46;26/10/2011
136666;http://www.allocine.fr/film/fichefilm_gen_cfilm=136666.html;Long-métrage;FALSE;français;Les Beaux Gosses;Comédie;90;FALSE;Couleur;4,3;2,9;15;10/06/2009
136667;http://www.allocine.fr/film/fichefilm_gen_cfilm=136667.html;Long-métrage;TRUE;français;Langue sacrée, langue parlée;Documentaire;73;FALSE;Couleur;3,3;3;41,05145448;04/06/2008
136706;http://www.allocine.fr/film/fichefilm_gen_cfilm=136706.html;Long-métrage;FALSE;français;9mm;Drame;90;FALSE;Couleur;2,1;3;38;31/12/2008
136713;http://www.allocine.fr/film/fichefilm_gen_cfilm=136713.html;Long-métrage;FALSE;français;Ballerina;Documentaire;77;FALSE;Couleur;3,2;3,3;41,05145448;23/07/2008
136723;http://www.allocine.fr/film/fichefilm_gen_cfilm=136723.html;Long-métrage;FALSE;français;Demain dès l'aube...;Drame;94;FALSE;Couleur;3,4;3,2;45;12/08/2009
136835;http://www.allocine.fr/film/fichefilm_gen_cfilm=136835.html;Long-métrage;FALSE;français;Mineurs 27;Policier;96;FALSE;Couleur;2,1;2,1;56;21/09/2011
136862;http://www.allocine.fr/film/fichefilm_gen_cfilm=136862.html;Long-métrage;TRUE;espagnol;Cellule 211;Thriller;113;FALSE;Couleur;2,8;3,9;38;04/08/2010
136969;http://www.allocine.fr/film/fichefilm_gen_cfilm=136969.html;Long-métrage;FALSE;britannique;Somers Town;Comédie;71;FALSE;Couleur et N&B;3,4;3,5;17;29/07/2009
137079;http://www.allocine.fr/film/fichefilm_gen_cfilm=137079.html;Long-métrage;FALSE;français;Une épopée;Romance;85;FALSE;Couleur;3,3;3,1;33;09/07/2008
137126;http://www.allocine.fr/film/fichefilm_gen_cfilm=137126.html;Long-métrage;FALSE;français;Toutes les filles pleurent;Comédie dramatique;90;FALSE;Couleur;2,3;1,7;50;31/03/2010
137134;http://www.allocine.fr/film/fichefilm_gen_cfilm=137134.html;Long-métrage;FALSE;polonais;Un conte d'été polonais;Comédie dramatique;92;FALSE;Couleur;3,6;3,7;41,05145448;22/10/2008
137158;http://www.allocine.fr/film/fichefilm_gen_cfilm=137158.html;Long-métrage;FALSE;français;Le Temps de la kermesse est terminé;Comédie;100;FALSE;Couleur;2,9;2,9;46;17/03/2010
137166;http://www.allocine.fr/film/fichefilm_gen_cfilm=137166.html;Long-métrage;FALSE;français;Z32;Documentaire;81;FALSE;Couleur;3,3;3,1;41,05145448;18/02/2009
137168;http://www.allocine.fr/film/fichefilm_gen_cfilm=137168.html;Long-métrage;FALSE;allemand;La Vie sauvage des animaux domestiques;Documentaire;90;FALSE;Couleur;2,4;3;41,05145448;14/07/2010
137187;http://www.allocine.fr/film/fichefilm_gen_cfilm=137187.html;Long-métrage;FALSE;français;36 vues du Pic Saint-Loup;Comédie dramatique;84;FALSE;Couleur;3,2;2,6;62;09/09/2009
137188;http://www.allocine.fr/film/fichefilm_gen_cfilm=137188.html;Long-métrage;FALSE;français;Imogène McCarthery;Policier;82;FALSE;Couleur;2,6;2,3;53;05/05/2010
137189;http://www.allocine.fr/film/fichefilm_gen_cfilm=137189.html;Long-métrage;FALSE;français;Banlieue 13 - Ultimatum;Action;98;FALSE;Couleur;1,9;2,3;34;18/02/2009
137216;http://www.allocine.fr/film/fichefilm_gen_cfilm=137216.html;Long-métrage;FALSE;français;Les Mouvements du bassin;Drame;90;FALSE;Couleur;2,4;2,1;35;26/09/2012
137217;http://www.allocine.fr/film/fichefilm_gen_cfilm=137217.html;Long-métrage;TRUE;allemand;Lourdes;Drame;99;FALSE;Couleur;3,6;2,5;40;27/07/2011
137222;http://www.allocine.fr/film/fichefilm_gen_cfilm=137222.html;Long-métrage;FALSE;français;Dans ton sommeil;Thriller;90;FALSE;Couleur;1,9;2,4;49;24/03/2010
137260;http://www.allocine.fr/film/fichefilm_gen_cfilm=137260.html;Long-métrage;FALSE;espagnol;[REC]²;Epouvante-horreur;85;FALSE;Couleur;2,3;2,9;25;23/12/2009
137262;http://www.allocine.fr/film/fichefilm_gen_cfilm=137262.html;Long-métrage;TRUE;français;3 histoires de famille;Drame;;FALSE;Couleur;;;41,05145448;30/07/2008
137275;http://www.allocine.fr/film/fichefilm_gen_cfilm=137275.html;Long-métrage;FALSE;français;Rétention de sûreté, Une peine infinie;Documentaire;68;FALSE;Couleur;;;41,05145448;28/03/2012
137281;http://www.allocine.fr/film/fichefilm_gen_cfilm=137281.html;Long-métrage;FALSE;belge;Les Barons;Comédie;111;FALSE;Couleur;3,5;2,6;35;20/01/2010
137293;http://www.allocine.fr/film/fichefilm_gen_cfilm=137293.html;Long-métrage;TRUE;allemand;Soul Kitchen;Comédie;99;FALSE;Couleur;3,7;3,7;36;17/03/2010
137311;http://www.allocine.fr/film/fichefilm_gen_cfilm=137311.html;Long-métrage;FALSE;français;Le Rêve italien;Comédie dramatique;101;FALSE;Couleur;2,8;3,3;28;10/03/2010
137313;http://www.allocine.fr/film/fichefilm_gen_cfilm=137313.html;Long-métrage;FALSE;britannique;Five Minutes Of Heaven;Drame;90;FALSE;Couleur;;2,9;57;29/07/2009
137322;http://www.allocine.fr/film/fichefilm_gen_cfilm=137322.html;Long-métrage;FALSE;français;Je m'appelle Hmmm...;Drame;121;FALSE;Couleur;2,1;2,7;41,05145448;23/04/2014
137323;http://www.allocine.fr/film/fichefilm_gen_cfilm=137323.html;Long-métrage;TRUE;français;My Little Princess;Drame;105;FALSE;Couleur;3,4;3,2;58;29/06/2011
137325;http://www.allocine.fr/film/fichefilm_gen_cfilm=137325.html;Long-métrage;FALSE;français;Le Jour où Dieu est parti en voyage;Drame;94;FALSE;Couleur;3,3;2,5;33;28/10/2009
137326;http://www.allocine.fr/film/fichefilm_gen_cfilm=137326.html;Long-métrage;FALSE;français;Sans rancune !;Comédie dramatique;104;FALSE;Couleur;2;3,4;56;15/07/2009
137350;http://www.allocine.fr/film/fichefilm_gen_cfilm=137350.html;Long-métrage;FALSE;français;Liberté;Drame;111;FALSE;Couleur;3,8;3,5;47;24/02/2010
137366;http://www.allocine.fr/film/fichefilm_gen_cfilm=137366.html;Long-métrage;TRUE;français;Vénus noire;Drame;164;FALSE;Couleur;3,8;2,9;41,05145448;27/10/2010
137370;http://www.allocine.fr/film/fichefilm_gen_cfilm=137370.html;Long-métrage;TRUE;français;Partir;Drame;85;FALSE;Couleur;3,5;3,2;49;12/08/2009
137386;http://www.allocine.fr/film/fichefilm_gen_cfilm=137386.html;Long-métrage;FALSE;français;Tout ce qui brille;Comédie;100;FALSE;Couleur;3,8;3,2;26;24/03/2010
137419;http://www.allocine.fr/film/fichefilm_gen_cfilm=137419.html;Long-métrage;FALSE;français;Chez Gino;Comédie;100;FALSE;Couleur;2,5;1,6;45;30/03/2011
137457;http://www.allocine.fr/film/fichefilm_gen_cfilm=137457.html;Long-métrage;FALSE;français;The Soldier's Tale;Documentaire;54;FALSE;Couleur;;;25;24/03/2010
137480;http://www.allocine.fr/film/fichefilm_gen_cfilm=137480.html;Long-métrage;FALSE;français;Bambou;Comédie;90;FALSE;Couleur;1,9;2,1;51;08/07/2009
137483;http://www.allocine.fr/film/fichefilm_gen_cfilm=137483.html;Long-métrage;FALSE;français;La Famille Wolberg;Comédie dramatique;80;FALSE;Couleur;3,4;1,9;36;02/12/2009
137566;http://www.allocine.fr/film/fichefilm_gen_cfilm=137566.html;Long-métrage;FALSE;français;L'Arbre et la forêt;Comédie dramatique;97;FALSE;Couleur;3,2;2,9;72;03/03/2010
137569;http://www.allocine.fr/film/fichefilm_gen_cfilm=137569.html;Long-métrage;FALSE;roumain;Au diable Staline, vive les mariés !;Comédie;87;FALSE;Couleur;3,2;3,6;24;18/02/2009
137570;http://www.allocine.fr/film/fichefilm_gen_cfilm=137570.html;Long-métrage;FALSE;français;La Vie au ranch;Comédie dramatique;92;FALSE;Couleur;3,3;1,8;25;13/10/2010
137572;http://www.allocine.fr/film/fichefilm_gen_cfilm=137572.html;Long-métrage;TRUE;irlandais;Niko, le petit renne;Animation;81;FALSE;Couleur;3,8;3,1;41,05145448;17/12/2008
137586;http://www.allocine.fr/film/fichefilm_gen_cfilm=137586.html;Moyen-métrage;FALSE;tchèque;Les Nouvelles aventures de la petite taupe;Animation;44;FALSE;Couleur;3;3;41,05145448;17/09/2008
137664;http://www.allocine.fr/film/fichefilm_gen_cfilm=137664.html;Long-métrage;FALSE;français;Un chat un chat;Comédie dramatique;105;FALSE;Couleur;2,9;2,4;36;25/03/2009
137670;http://www.allocine.fr/film/fichefilm_gen_cfilm=137670.html;Long-métrage;FALSE;français;Enfants de Don Quichotte (acte 1);Documentaire;75;FALSE;Couleur;3,3;3,3;29;22/10/2008
137671;http://www.allocine.fr/film/fichefilm_gen_cfilm=137671.html;Long-métrage;FALSE;espagnol;Un tir dans la tête;Policier;84;FALSE;Couleur;2,4;2,7;32;11/03/2009
137696;http://www.allocine.fr/film/fichefilm_gen_cfilm=137696.html;Long-métrage;FALSE;français;Le Baltringue;Comédie;86;FALSE;Couleur;1;1,3;50;27/01/2010
137722;http://www.allocine.fr/film/fichefilm_gen_cfilm=137722.html;Long-métrage;FALSE;français;Non ma fille, tu n'iras pas danser;Drame;105;FALSE;Couleur;3,5;2,3;37;02/09/2009
137755;http://www.allocine.fr/film/fichefilm_gen_cfilm=137755.html;Long-métrage;FALSE;suisse;L'Autre moitié;Drame;89;FALSE;Couleur;;;42;27/08/2008
137808;http://www.allocine.fr/film/fichefilm_gen_cfilm=137808.html;Long-métrage;FALSE;français;Tricheuse;Comédie;95;FALSE;Couleur;1,9;1,8;36;15/07/2009
137810;http://www.allocine.fr/film/fichefilm_gen_cfilm=137810.html;Long-métrage;FALSE;britannique;Cracks;Drame;104;FALSE;Couleur;2,7;3,5;29;30/12/2009
137915;http://www.allocine.fr/film/fichefilm_gen_cfilm=137915.html;Long-métrage;TRUE;français;Là-bas il fait froid;Drame;85;FALSE;Couleur;2,3;3,2;41,05145448;08/10/2008
