id_film;url;type_film;multilingues;nationalite;titre;genre;duree;reprise;couleur;note_presse;note_spectateurs;age_acteur;date
14912;http://www.allocine.fr/film/fichefilm_gen_cfilm=14912.html;Long-métrage;FALSE;français;Les Collègues;Comédie;93;FALSE;Couleur;2,7;3,2;30;17/02/1999
14915;http://www.allocine.fr/film/fichefilm_gen_cfilm=14915.html;Long-métrage;FALSE;français;Les deux Orphelines vampires;Epouvante-horreur;90;FALSE;Couleur;;2,3;47;09/07/1997
14918;http://www.allocine.fr/film/fichefilm_gen_cfilm=14918.html;Long-métrage;FALSE;français;Les voleurs;Policier;117;FALSE;Couleur;;3,1;52;21/08/1996
14933;http://www.allocine.fr/film/fichefilm_gen_cfilm=14933.html;Long-métrage;TRUE;belge;Un été à la Goulette;Comédie dramatique;89;FALSE;Couleur;;3,4;60;25/12/1996
14934;http://www.allocine.fr/film/fichefilm_gen_cfilm=14934.html;Long-métrage;FALSE;britannique;Richard III;Historique;103;FALSE;Couleur;;3,1;57;26/06/1996
14939;http://www.allocine.fr/film/fichefilm_gen_cfilm=14939.html;Long-métrage;FALSE;finlandais;Au loin s'en vont les nuages;Comédie dramatique;96;FALSE;Couleur;;3,6;29;02/10/1996
14947;http://www.allocine.fr/film/fichefilm_gen_cfilm=14947.html;Long-métrage;FALSE;français;Rainbow pour Rimbaud;Comédie dramatique;82;FALSE;Couleur;;3,1;57;26/06/1996
14953;http://www.allocine.fr/film/fichefilm_gen_cfilm=14953.html;Long-métrage;FALSE;français;Marion;Comédie dramatique;106;FALSE;Couleur;;3,1;52;05/03/1997
14954;http://www.allocine.fr/film/fichefilm_gen_cfilm=14954.html;Long-métrage;FALSE;français;Vénus beauté (institut);Comédie dramatique;105;FALSE;Couleur;4,1;2,1;59;03/02/1999
14955;http://www.allocine.fr/film/fichefilm_gen_cfilm=14955.html;Long-métrage;FALSE;italien;Remake, Rome ville ouverte;Comédie dramatique;110;FALSE;Couleur;;2,8;53;19/06/1996
14992;http://www.allocine.fr/film/fichefilm_gen_cfilm=14992.html;Long-métrage;FALSE;français;For ever Mozart;Comédie dramatique;84;FALSE;Couleur;;2,9;41,05145448;27/11/1996
15004;http://www.allocine.fr/film/fichefilm_gen_cfilm=15004.html;Long-métrage;FALSE;français;The Celluloid Closet;Documentaire;102;FALSE;Couleur et N&B;;3,8;41,05145448;28/08/1996
15020;http://www.allocine.fr/film/fichefilm_gen_cfilm=15020.html;Long-métrage;FALSE;allemand;Du jour au lendemain;Drame;62;FALSE;N&B;;3;41,05145448;12/02/1997
15055;http://www.allocine.fr/film/fichefilm_gen_cfilm=15055.html;Long-métrage;FALSE;français;Les Soeurs Hamlet;Drame;90;FALSE;Couleur;;;41,05145448;18/02/1998
15069;http://www.allocine.fr/film/fichefilm_gen_cfilm=15069.html;Long-métrage;FALSE;français;Sombre;Drame;112;FALSE;Couleur;4;3,5;32;27/01/1999
15071;http://www.allocine.fr/film/fichefilm_gen_cfilm=15071.html;Long-métrage;FALSE;français;La Révolution sexuelle n'a pas eu lieu;Comédie dramatique;120;FALSE;Couleur;;;28;27/01/1999
15080;http://www.allocine.fr/film/fichefilm_gen_cfilm=15080.html;Long-métrage;TRUE;français;Pereira prétend;Comédie dramatique;95;FALSE;Couleur;;2,8;71;03/07/1996
15081;http://www.allocine.fr/film/fichefilm_gen_cfilm=15081.html;Long-métrage;FALSE;italien;Le Jour du chien;Drame;108;FALSE;Couleur;;2,8;36;03/07/1996
15086;http://www.allocine.fr/film/fichefilm_gen_cfilm=15086.html;Long-métrage;FALSE;français;Décroche les étoiles;Drame;107;FALSE;Couleur;;3,4;66;04/09/1996
15109;http://www.allocine.fr/film/fichefilm_gen_cfilm=15109.html;Long-métrage;FALSE;français;Ni d'Eve ni d'Adam;Drame;90;FALSE;Couleur;;3,2;25;05/02/1997
15112;http://www.allocine.fr/film/fichefilm_gen_cfilm=15112.html;Long-métrage;FALSE;italien;L'Oncle de Brooklyn;Comédie;98;FALSE;N&B;4;2,5;41,05145448;03/07/2013
15119;http://www.allocine.fr/film/fichefilm_gen_cfilm=15119.html;Long-métrage;FALSE;britannique;Crash;Drame;100;FALSE;Couleur;3,6;2,8;36;17/07/1996
15166;http://www.allocine.fr/film/fichefilm_gen_cfilm=15166.html;Long-métrage;FALSE;français;Une histoire d'amour à la con;Comédie;85;FALSE;Couleur;;;38;10/07/1996
15170;http://www.allocine.fr/film/fichefilm_gen_cfilm=15170.html;Long-métrage;FALSE;italien;Man Trouble;Comédie dramatique;95;FALSE;Couleur;;2,5;59;17/07/1996
15178;http://www.allocine.fr/film/fichefilm_gen_cfilm=15178.html;Long-métrage;TRUE;danois;Chansons du deuxième étage;Comédie;96;FALSE;Couleur;3,7;3,5;41,05145448;11/10/2000
15181;http://www.allocine.fr/film/fichefilm_gen_cfilm=15181.html;Long-métrage;FALSE;britannique;Vengeance froide;Policier;125;FALSE;Couleur;;2,8;38;21/08/1996
15224;http://www.allocine.fr/film/fichefilm_gen_cfilm=15224.html;Long-métrage;FALSE;français;Le Bel été 1914;Comédie dramatique;117;FALSE;Couleur;;2,9;67;21/08/1996
15225;http://www.allocine.fr/film/fichefilm_gen_cfilm=15225.html;Long-métrage;FALSE;français;Secrets et mensonges;Drame;142;FALSE;Couleur;;3,7;50;18/09/1996
15231;http://www.allocine.fr/film/fichefilm_gen_cfilm=15231.html;Long-métrage;FALSE;français;Mo';Policier;82;FALSE;Couleur;;3,1;63;14/08/1996
15245;http://www.allocine.fr/film/fichefilm_gen_cfilm=15245.html;Long-métrage;FALSE;irlandais;The Van;Comédie dramatique;105;FALSE;Couleur;;3,3;43;28/08/1996
15263;http://www.allocine.fr/film/fichefilm_gen_cfilm=15263.html;Long-métrage;FALSE;britannique;Tortillard pour Titfield;Comédie;84;TRUE;Couleur;;2,9;41,05145448;14/10/2013
15265;http://www.allocine.fr/film/fichefilm_gen_cfilm=15265.html;Long-métrage;FALSE;français;Hommes, femmes : mode d'emploi;Comédie dramatique;122;FALSE;Couleur;;3;51;28/08/1996
15282;http://www.allocine.fr/film/fichefilm_gen_cfilm=15282.html;Long-métrage;FALSE;français;Un air de famille;Comédie dramatique;110;FALSE;Couleur;3;3,9;45;06/11/1996
15287;http://www.allocine.fr/film/fichefilm_gen_cfilm=15287.html;Long-métrage;FALSE;français;La belle verte;Comédie;99;FALSE;Couleur;;3,3;49;18/09/1996
15304;http://www.allocine.fr/film/fichefilm_gen_cfilm=15304.html;Long-métrage;FALSE;français;Les Victimes;Policier;94;FALSE;Couleur;;2,7;53;11/09/1996
15306;http://www.allocine.fr/film/fichefilm_gen_cfilm=15306.html;Long-métrage;FALSE;français;L'Elève;Comédie dramatique;92;FALSE;Couleur;;2,9;51;11/09/1996
15331;http://www.allocine.fr/film/fichefilm_gen_cfilm=15331.html;Long-métrage;FALSE;français;Les Grandes bouches;Comédie;105;FALSE;Couleur;2,8;2,8;50;24/02/1999
15373;http://www.allocine.fr/film/fichefilm_gen_cfilm=15373.html;Long-métrage;TRUE;espagnol;L'appartement;Drame;116;FALSE;Couleur;;2,8;29;02/10/1996
15374;http://www.allocine.fr/film/fichefilm_gen_cfilm=15374.html;Long-métrage;FALSE;français;Ponette;Comédie dramatique;97;FALSE;Couleur;;3,7;41,05145448;26/09/1996
15384;http://www.allocine.fr/film/fichefilm_gen_cfilm=15384.html;Long-métrage;FALSE;français;Mefie-toi de l'eau qui dort;Comédie dramatique;110;FALSE;Couleur;;3;33;13/11/1996
15395;http://www.allocine.fr/film/fichefilm_gen_cfilm=15395.html;Long-métrage;FALSE;français;Le ciel, les oiseaux et... ta mère !;Comédie;90;FALSE;Couleur;3,2;1,8;23;20/01/1999
15402;http://www.allocine.fr/film/fichefilm_gen_cfilm=15402.html;Long-métrage;FALSE;français;Anna Oz;Comédie dramatique;98;FALSE;Couleur;;2,9;25;02/10/1996
15407;http://www.allocine.fr/film/fichefilm_gen_cfilm=15407.html;Long-métrage;FALSE;français;Le Jaguar;Aventure;100;FALSE;Couleur;;2,1;48;09/10/1996
15408;http://www.allocine.fr/film/fichefilm_gen_cfilm=15408.html;Long-métrage;FALSE;espagnol;Breaking the Waves;Romance;158;FALSE;Couleur;;3,6;29;09/10/1996
15409;http://www.allocine.fr/film/fichefilm_gen_cfilm=15409.html;Long-métrage;FALSE;français;La Memoire est-elle soluble dans l'eau?;Comédie dramatique;95;FALSE;Couleur;;;28;13/11/1996
15412;http://www.allocine.fr/film/fichefilm_gen_cfilm=15412.html;Long-métrage;TRUE;portugais;Party;Comédie dramatique;95;FALSE;Couleur;;2,9;70;02/10/1996
15424;http://www.allocine.fr/film/fichefilm_gen_cfilm=15424.html;Long-métrage;FALSE;français;Drancy Avenir;Documentaire;84;FALSE;Couleur;;;41,05145448;12/11/1997
15439;http://www.allocine.fr/film/fichefilm_gen_cfilm=15439.html;Long-métrage;FALSE;britannique;Une Vie normale;Drame;100;FALSE;Couleur;;;39;09/10/1996
15440;http://www.allocine.fr/film/fichefilm_gen_cfilm=15440.html;Long-métrage;FALSE;français;Les Complexés;Comédie;105;TRUE;N&B;;3,4;92;23/05/2013
15443;http://www.allocine.fr/film/fichefilm_gen_cfilm=15443.html;Long-métrage;FALSE;français;Caméléone;Policier;92;FALSE;Couleur;;2,5;24;09/10/1996
15477;http://www.allocine.fr/film/fichefilm_gen_cfilm=15477.html;Long-métrage;FALSE;français;C'est pour la bonne cause !;Comédie;105;FALSE;Couleur;;2,6;43;05/02/1997
15481;http://www.allocine.fr/film/fichefilm_gen_cfilm=15481.html;Long-métrage;FALSE;britannique;Go Now;Drame;86;FALSE;Couleur;;3;35;04/12/1996
15503;http://www.allocine.fr/film/fichefilm_gen_cfilm=15503.html;Long-métrage;FALSE;espagnol;Tesis;Thriller;130;TRUE;Couleur;;3,6;41,05145448;04/01/1996
15506;http://www.allocine.fr/film/fichefilm_gen_cfilm=15506.html;Long-métrage;TRUE;français;Level Five;Documentaire;106;TRUE;Couleur;;3,4;41,05145448;19/10/1997
15509;http://www.allocine.fr/film/fichefilm_gen_cfilm=15509.html;Long-métrage;FALSE;français;La Moindre des choses;Documentaire;104;FALSE;Couleur;;;41,05145448;05/03/1997
15514;http://www.allocine.fr/film/fichefilm_gen_cfilm=15514.html;Long-métrage;FALSE;français;Nénette et Boni;Comédie dramatique;103;FALSE;Couleur;;2,8;25;29/01/1997
15517;http://www.allocine.fr/film/fichefilm_gen_cfilm=15517.html;Long-métrage;FALSE;français;Saraka Bo;Policier;85;FALSE;Couleur;;2,4;56;22/01/1997
15518;http://www.allocine.fr/film/fichefilm_gen_cfilm=15518.html;Long-métrage;FALSE;français;Adios!;Fantastique;90;FALSE;N&B;;;32;22/01/1997
15525;http://www.allocine.fr/film/fichefilm_gen_cfilm=15525.html;Long-métrage;FALSE;français;Les Couleurs du diable;Drame;90;FALSE;Couleur;;2,7;55;22/01/1997
15527;http://www.allocine.fr/film/fichefilm_gen_cfilm=15527.html;Long-métrage;FALSE;français;Amour et confusions;Comédie;105;FALSE;Couleur;;2,5;35;05/02/1997
15547;http://www.allocine.fr/film/fichefilm_gen_cfilm=15547.html;Long-métrage;FALSE;français;La Nouvelle Eve;Comédie;94;FALSE;Couleur;3,9;2,7;33;27/01/1999
15558;http://www.allocine.fr/film/fichefilm_gen_cfilm=15558.html;Long-métrage;FALSE;italien;Les Parasites;Comédie;87;FALSE;Couleur;2,3;3,1;34;20/01/1999
15561;http://www.allocine.fr/film/fichefilm_gen_cfilm=15561.html;Long-métrage;FALSE;français;Un Élève doué;Drame;111;FALSE;Couleur;3,4;3,2;59;20/01/1999
15562;http://www.allocine.fr/film/fichefilm_gen_cfilm=15562.html;Long-métrage;FALSE;britannique;Downtime;Comédie dramatique;90;FALSE;Couleur;2;2,8;44;27/01/1999
15563;http://www.allocine.fr/film/fichefilm_gen_cfilm=15563.html;Long-métrage;FALSE;britannique;Amour, vengeance & trahison;Comédie;86;FALSE;Couleur;;;51;13/01/1999
15613;http://www.allocine.fr/film/fichefilm_gen_cfilm=15613.html;Long-métrage;FALSE;français;Pinocchio;Fantastique;95;FALSE;Couleur;;3,2;68;23/10/1996
15614;http://www.allocine.fr/film/fichefilm_gen_cfilm=15614.html;Long-métrage;FALSE;français;Violetta, la reine de la moto;Comédie dramatique;92;FALSE;Couleur;;;49;05/11/1997
15616;http://www.allocine.fr/film/fichefilm_gen_cfilm=15616.html;Long-métrage;TRUE;français;Tiré à part;Policier;90;FALSE;Couleur;;3,5;57;22/01/1997
15622;http://www.allocine.fr/film/fichefilm_gen_cfilm=15622.html;Long-métrage;FALSE;britannique;La Nuit des rois;Comédie;133;FALSE;Couleur;;3,6;62;15/01/1997
15630;http://www.allocine.fr/film/fichefilm_gen_cfilm=15630.html;Long-métrage;FALSE;français;La Chance d'être femme;Comédie dramatique;100;FALSE;N&B;;3,2;78;05/12/2012
15677;http://www.allocine.fr/film/fichefilm_gen_cfilm=15677.html;Long-métrage;TRUE;britannique;Marrakech Express;Drame;105;FALSE;Couleur;2,9;3,2;23;13/01/1999
15678;http://www.allocine.fr/film/fichefilm_gen_cfilm=15678.html;Long-métrage;FALSE;français;Didier;Comédie;105;FALSE;Couleur;;2,8;30;29/01/1997
15681;http://www.allocine.fr/film/fichefilm_gen_cfilm=15681.html;Long-métrage;FALSE;français;Rencontre avec le dragon;Aventure;109;FALSE;Couleur;2,6;1,7;53;06/08/2003
15682;http://www.allocine.fr/film/fichefilm_gen_cfilm=15682.html;Long-métrage;FALSE;français;Lost Highway;Fantastique;135;FALSE;Couleur;;3,9;43;15/01/1997
15693;http://www.allocine.fr/film/fichefilm_gen_cfilm=15693.html;Long-métrage;FALSE;français;Le Déménagement;Comédie;61;FALSE;Couleur;;;41,05145448;08/01/1997
15696;http://www.allocine.fr/film/fichefilm_gen_cfilm=15696.html;Long-métrage;FALSE;français;Pour Rire!;Comédie;100;FALSE;Couleur;;3,1;47;08/01/1997
15697;http://www.allocine.fr/film/fichefilm_gen_cfilm=15697.html;Long-métrage;FALSE;roumain;Trop tard;Policier;104;FALSE;Couleur;;3;42;08/01/1997
15706;http://www.allocine.fr/film/fichefilm_gen_cfilm=15706.html;Long-métrage;FALSE;roumain;Asphalt Tango;Comédie;104;FALSE;Couleur;;;50;06/11/1996
15708;http://www.allocine.fr/film/fichefilm_gen_cfilm=15708.html;Long-métrage;FALSE;français;Le Bledia;Comédie dramatique;;FALSE;Couleur;;2,9;50;30/10/1996
15748;http://www.allocine.fr/film/fichefilm_gen_cfilm=15748.html;Long-métrage;FALSE;espagnol;Profundo Carmesí;Drame;114;FALSE;Couleur;;3,2;50;29/01/1997
15756;http://www.allocine.fr/film/fichefilm_gen_cfilm=15756.html;Long-métrage;TRUE;italien;Au nom du peuple italien;Comédie;103;TRUE;Couleur;4,4;4;85;02/01/2007
15787;http://www.allocine.fr/film/fichefilm_gen_cfilm=15787.html;Long-métrage;FALSE;français;Fallait pas !...;Comédie;95;FALSE;Couleur;;2,8;48;20/11/1996
15814;http://www.allocine.fr/film/fichefilm_gen_cfilm=15814.html;Long-métrage;FALSE;français;Temps de chien;Comédie dramatique;105;FALSE;Couleur;;;43;05/03/1997
15817;http://www.allocine.fr/film/fichefilm_gen_cfilm=15817.html;Long-métrage;FALSE;français;Le plus beau métier du monde;Comédie;105;FALSE;Couleur;;2,2;47;11/12/1996
15840;http://www.allocine.fr/film/fichefilm_gen_cfilm=15840.html;Long-métrage;FALSE;français;Une vraie jeune fille;Comédie dramatique;93;FALSE;Couleur;3,7;2,4;54;07/06/2000
15860;http://www.allocine.fr/film/fichefilm_gen_cfilm=15860.html;Long-métrage;FALSE;italien;Le Roman d'un jeune homme pauvre;Drame;105;FALSE;Couleur;;3;50;20/11/1996
15861;http://www.allocine.fr/film/fichefilm_gen_cfilm=15861.html;Long-métrage;FALSE;français;Je n'en ferai pas un drame;Comédie dramatique;57;FALSE;N&B;;;25;20/11/1996
15885;http://www.allocine.fr/film/fichefilm_gen_cfilm=15885.html;Long-métrage;FALSE;italien;Pizzicata;Comédie dramatique;93;FALSE;Couleur;;;39;24/09/1997
15895;http://www.allocine.fr/film/fichefilm_gen_cfilm=15895.html;Long-métrage;FALSE;français;Bernie;Comédie dramatique;87;FALSE;Couleur;1,5;3,6;27;27/11/1996
15906;http://www.allocine.fr/film/fichefilm_gen_cfilm=15906.html;Long-métrage;FALSE;allemand;Sexy Sadie;Policier;92;FALSE;N&B;;3,1;42;23/04/1997
15938;http://www.allocine.fr/film/fichefilm_gen_cfilm=15938.html;Long-métrage;FALSE;français;Love etc.;Comédie dramatique;105;FALSE;Couleur;;3,1;25;27/11/1996
15939;http://www.allocine.fr/film/fichefilm_gen_cfilm=15939.html;Long-métrage;FALSE;français;Hercule et Sherlock;Comédie;90;FALSE;Couleur;;1,6;39;04/12/1996
15942;http://www.allocine.fr/film/fichefilm_gen_cfilm=15942.html;Long-métrage;TRUE;britannique;La Propriétaire;Drame;113;FALSE;Couleur;;3,1;68;27/11/1996
15966;http://www.allocine.fr/film/fichefilm_gen_cfilm=15966.html;Long-métrage;FALSE;finlandais;Le Violon de Rothschild;Drame;101;FALSE;Couleur;;;41,05145448;18/12/1996
16000;http://www.allocine.fr/film/fichefilm_gen_cfilm=16000.html;Long-métrage;FALSE;français;Tout doit disparaître;Comédie;95;FALSE;Couleur;;2,1;49;22/01/1997
16015;http://www.allocine.fr/film/fichefilm_gen_cfilm=16015.html;Long-métrage;FALSE;français;Nuits blanches;Comédie dramatique;86;FALSE;Couleur;;;30;04/12/1996
16034;http://www.allocine.fr/film/fichefilm_gen_cfilm=16034.html;Long-métrage;FALSE;français;Les Démons de Jésus;Comédie;117;FALSE;Couleur;;3,3;60;08/01/1997
16054;http://www.allocine.fr/film/fichefilm_gen_cfilm=16054.html;Long-métrage;FALSE;britannique;Glastonbury, the Movie;Musical;96;FALSE;Couleur;;;41,05145448;05/02/1997
16055;http://www.allocine.fr/film/fichefilm_gen_cfilm=16055.html;Long-métrage;FALSE;français;Oui;Comédie;89;FALSE;Couleur;;2,6;40;04/12/1996
16069;http://www.allocine.fr/film/fichefilm_gen_cfilm=16069.html;Long-métrage;FALSE;français;Zone franche;Comédie dramatique;76;FALSE;Couleur;;;25;18/12/1996
16074;http://www.allocine.fr/film/fichefilm_gen_cfilm=16074.html;Long-métrage;FALSE;français;Au coeur du mensonge;Policier;113;FALSE;Couleur;4,2;2,9;31;13/01/1999
16081;http://www.allocine.fr/film/fichefilm_gen_cfilm=16081.html;Long-métrage;FALSE;français;J'aimerais pas crever un dimanche;Drame;92;FALSE;Couleur;2,7;2,5;25;06/01/1999
16099;http://www.allocine.fr/film/fichefilm_gen_cfilm=16099.html;Long-métrage;FALSE;français;L'@mour est à réinventer;Comédie dramatique;58;TRUE;Couleur;;;49;12/12/1997
16144;http://www.allocine.fr/film/fichefilm_gen_cfilm=16144.html;Long-métrage;FALSE;belge;La robe;Drame;103;FALSE;Couleur;;3,1;67;11/12/1996
16159;http://www.allocine.fr/film/fichefilm_gen_cfilm=16159.html;Long-métrage;FALSE;italien;Devarim;Comédie dramatique;110;FALSE;Couleur;;;25;25/03/1998
16187;http://www.allocine.fr/film/fichefilm_gen_cfilm=16187.html;Long-métrage;FALSE;espagnol;La femme du cosmonaute;Comédie;110;FALSE;Couleur;;2,3;47;31/12/1997
16222;http://www.allocine.fr/film/fichefilm_gen_cfilm=16222.html;Long-métrage;FALSE;français;Chantons sous l'Occupation;Documentaire;;TRUE;N&B;;;25;10/03/2004
16234;http://www.allocine.fr/film/fichefilm_gen_cfilm=16234.html;Long-métrage;FALSE;français;On a très peu d'amis;Comédie dramatique;85;FALSE;Couleur;;;32;04/03/1998
16235;http://www.allocine.fr/film/fichefilm_gen_cfilm=16235.html;Long-métrage;TRUE;français;Don Juan;Comédie dramatique;104;FALSE;Couleur;;2,1;50;18/03/1998
16247;http://www.allocine.fr/film/fichefilm_gen_cfilm=16247.html;Long-métrage;FALSE;britannique;The Boxer;Drame;113;FALSE;Couleur;;3,7;40;04/03/1998
16325;http://www.allocine.fr/film/fichefilm_gen_cfilm=16325.html;Long-métrage;FALSE;français;Petits désordres amoureux;Comédie;95;FALSE;Couleur;;2,8;30;11/03/1998
16331;http://www.allocine.fr/film/fichefilm_gen_cfilm=16331.html;Long-métrage;FALSE;français;F. est un salaud;Comédie dramatique;89;FALSE;Couleur;3,2;2,8;27;28/04/1999
16464;http://www.allocine.fr/film/fichefilm_gen_cfilm=16464.html;Long-métrage;FALSE;français;Déjà mort;Drame;108;FALSE;Couleur;;2,8;23;22/04/1998
16465;http://www.allocine.fr/film/fichefilm_gen_cfilm=16465.html;Long-métrage;FALSE;français;Secret Défense;Policier;170;FALSE;Couleur;;2,8;49;18/03/1998
16467;http://www.allocine.fr/film/fichefilm_gen_cfilm=16467.html;Long-métrage;FALSE;français;Jeanne et le garçon formidable;Comédie musicale;98;FALSE;Couleur;;3,2;21;22/04/1998
16468;http://www.allocine.fr/film/fichefilm_gen_cfilm=16468.html;Long-métrage;FALSE;français;Comme elle respire;Comédie dramatique;100;FALSE;Couleur;;2,8;36;06/05/1998
16479;http://www.allocine.fr/film/fichefilm_gen_cfilm=16479.html;Long-métrage;FALSE;britannique;Les Folies de Margaret;Comédie;93;FALSE;Couleur;2;2,9;30;23/12/1998
16480;http://www.allocine.fr/film/fichefilm_gen_cfilm=16480.html;Long-métrage;FALSE;français;Bimboland;Comédie;90;FALSE;Couleur;2;1,3;26;23/12/1998
16535;http://www.allocine.fr/film/fichefilm_gen_cfilm=16535.html;Long-métrage;TRUE;suisse;Rolling;Documentaire;93;FALSE;Couleur;;;41,05145448;02/05/2001
16610;http://www.allocine.fr/film/fichefilm_gen_cfilm=16610.html;Long-métrage;FALSE;russe;Le Voleur et l'enfant;Drame;96;FALSE;Couleur;3,3;3,4;41,05145448;23/12/1998
16625;http://www.allocine.fr/film/fichefilm_gen_cfilm=16625.html;Long-métrage;FALSE;français;Anniversaires;Comédie dramatique;85;FALSE;Couleur;;;41,05145448;18/03/1998
16628;http://www.allocine.fr/film/fichefilm_gen_cfilm=16628.html;Long-métrage;FALSE;norvégien;Junk Mail;Comédie dramatique;78;FALSE;Couleur;;3,1;25;18/03/1998
16629;http://www.allocine.fr/film/fichefilm_gen_cfilm=16629.html;Long-métrage;FALSE;irlandais;The Last Bus Home;Musical;93;FALSE;Couleur;;;41,05145448;11/03/1998
16631;http://www.allocine.fr/film/fichefilm_gen_cfilm=16631.html;Long-métrage;FALSE;français;Watani un monde sans mal;Drame;103;FALSE;Couleur;;;43;18/03/1998
16639;http://www.allocine.fr/film/fichefilm_gen_cfilm=16639.html;Long-métrage;FALSE;britannique;Des chambres et des couloirs;Comédie;96;FALSE;Couleur;3;3,4;25;03/02/1999
16649;http://www.allocine.fr/film/fichefilm_gen_cfilm=16649.html;Long-métrage;FALSE;britannique;Shooting fish;Comédie;104;FALSE;Couleur;;3,1;25;10/06/1998
16711;http://www.allocine.fr/film/fichefilm_gen_cfilm=16711.html;Long-métrage;FALSE;irlandais;Irish Crime;Policier;107;FALSE;Couleur;;3;26;25/03/1998
16714;http://www.allocine.fr/film/fichefilm_gen_cfilm=16714.html;Long-métrage;FALSE;français;Trop (peu) d'amour;Comédie dramatique;119;FALSE;Couleur;;2,9;39;25/03/1998
16718;http://www.allocine.fr/film/fichefilm_gen_cfilm=16718.html;Long-métrage;FALSE;français;1 chance sur 2;Aventure;110;FALSE;Couleur;;2;64;25/03/1998
16727;http://www.allocine.fr/film/fichefilm_gen_cfilm=16727.html;Long-métrage;FALSE;français;Ça reste entre nous;Comédie;86;FALSE;Couleur;;2,7;41;06/05/1998
16731;http://www.allocine.fr/film/fichefilm_gen_cfilm=16731.html;Long-métrage;FALSE;français;Le Dîner de cons;Comédie;80;FALSE;Couleur;;4,2;45;15/04/1998
16749;http://www.allocine.fr/film/fichefilm_gen_cfilm=16749.html;Long-métrage;FALSE;britannique;The James Gang;Comédie;99;FALSE;Couleur;;3,2;33;22/07/1998
16772;http://www.allocine.fr/film/fichefilm_gen_cfilm=16772.html;Long-métrage;FALSE;français;La Délation sous l'Occupation;Documentaire;84;FALSE;Couleur;;;41,05145448;12/11/2003
16785;http://www.allocine.fr/film/fichefilm_gen_cfilm=16785.html;Long-métrage;FALSE;français;Passage à l'acte;Policier;105;FALSE;Couleur;;2,5;50;30/10/1996
16905;http://www.allocine.fr/film/fichefilm_gen_cfilm=16905.html;Long-métrage;FALSE;espagnol;Putain de rue!;Comédie dramatique;89;FALSE;Couleur;;;36;29/04/1998
16920;http://www.allocine.fr/film/fichefilm_gen_cfilm=16920.html;Long-métrage;FALSE;français;Journal intime des affaires en cours;Documentaire;113;FALSE;Couleur;;3;41,05145448;08/04/1998
16921;http://www.allocine.fr/film/fichefilm_gen_cfilm=16921.html;Long-métrage;FALSE;britannique;Alice;Aventure;;TRUE;Couleur;5;4;41,05145448;07/09/2011
17033;http://www.allocine.fr/film/fichefilm_gen_cfilm=17033.html;Long-métrage;FALSE;français;Serial Lover;Comédie;85;FALSE;Couleur;;2,5;37;22/04/1998
17106;http://www.allocine.fr/film/fichefilm_gen_cfilm=17106.html;Long-métrage;FALSE;français;Taxi;Action;86;FALSE;Couleur;;2,2;29;08/04/1998
17112;http://www.allocine.fr/film/fichefilm_gen_cfilm=17112.html;Long-métrage;FALSE;luxembourgeois;Elles;Comédie dramatique;115;FALSE;Couleur;;2,8;51;12/08/1998
17117;http://www.allocine.fr/film/fichefilm_gen_cfilm=17117.html;Long-métrage;FALSE;polonais;Brute;Drame;90;FALSE;Couleur;;;51;16/12/1998
17188;http://www.allocine.fr/film/fichefilm_gen_cfilm=17188.html;Long-métrage;FALSE;français;Les Paradoxes de Bunuel;Documentaire;78;FALSE;Couleur;;;41,05145448;29/04/1998
17258;http://www.allocine.fr/film/fichefilm_gen_cfilm=17258.html;Long-métrage;FALSE;français;Paparazzi;Comédie;109;FALSE;Couleur;;1,7;38;29/04/1998
17344;http://www.allocine.fr/film/fichefilm_gen_cfilm=17344.html;Long-métrage;FALSE;français;Renaissance;Animation;95;FALSE;N&B;3,7;3,4;41,05145448;15/03/2006
17393;http://www.allocine.fr/film/fichefilm_gen_cfilm=17393.html;Long-métrage;TRUE;français;Héritage;Drame;88;FALSE;Couleur;3,4;3,1;32;12/12/2012
17507;http://www.allocine.fr/film/fichefilm_gen_cfilm=17507.html;Long-métrage;FALSE;espagnol;Tierra;Drame;125;FALSE;Couleur;3,3;3,1;38;28/08/2002
17542;http://www.allocine.fr/film/fichefilm_gen_cfilm=17542.html;Long-métrage;FALSE;français;La Mère Christain;Drame;90;FALSE;Couleur;;2,7;48;09/12/1998
17565;http://www.allocine.fr/film/fichefilm_gen_cfilm=17565.html;Long-métrage;FALSE;autrichien;Le Jour ou Sascha est revenu;Comédie dramatique;88;FALSE;Couleur;;;43;10/06/1998
17570;http://www.allocine.fr/film/fichefilm_gen_cfilm=17570.html;Long-métrage;FALSE;italien;Mots d'amour;Comédie dramatique;85;FALSE;Couleur;;3,3;42;19/08/1998
17573;http://www.allocine.fr/film/fichefilm_gen_cfilm=17573.html;Long-métrage;FALSE;français;Cantique de la racaille;Comédie dramatique;104;FALSE;Couleur;;3;33;14/10/1998
17575;http://www.allocine.fr/film/fichefilm_gen_cfilm=17575.html;Long-métrage;FALSE;belge;Le Nain rouge;Comédie dramatique;102;FALSE;Couleur;2,8;2,8;67;23/12/1998
17576;http://www.allocine.fr/film/fichefilm_gen_cfilm=17576.html;Long-métrage;FALSE;français;Disparus;Comédie dramatique;110;FALSE;Couleur;3,6;2,8;35;10/02/1999
